ID,类别,置信度,X1,Y1,X2,Y2,宽度,高度,面积,中心X,中心Y,时间戳
860,person,0.912,71.1,435.2,523.6,1280.0,452.4,844.8,382224,297.3,857.6,00:30:38.411
861,person,0.913,71.1,435.3,523.3,1280.0,452.2,844.7,381958,297.2,857.6,00:30:38.488
862,person,0.917,67.8,438.1,519.5,1280.0,451.7,841.9,380306,293.7,859.0,00:30:38.580
863,person,0.916,67.9,438.0,519.8,1280.0,451.9,842.0,380522,293.8,859.0,00:30:38.662
864,person,0.916,66.4,439.6,518.4,1280.0,452.0,840.4,379886,292.4,859.8,00:30:38.737
865,person,0.916,66.2,439.5,518.4,1280.0,452.2,840.5,380032,292.3,859.8,00:30:38.814
866,person,0.916,65.5,440.5,519.3,1280.0,453.7,839.5,380923,292.4,860.2,00:30:38.882
867,person,0.916,65.5,440.6,519.4,1280.0,453.9,839.4,380990,292.4,860.3,00:30:38.945
868,person,0.917,64.2,441.2,520.8,1280.0,456.6,838.8,383044,292.5,860.6,00:30:39.047
869,person,0.917,64.2,441.1,520.8,1280.0,456.6,838.9,383049,292.5,860.5,00:30:39.121
870,person,0.922,64.3,440.7,518.2,1280.0,453.9,839.3,380924,291.2,860.4,00:30:39.188
871,person,0.922,64.3,440.7,518.0,1280.0,453.7,839.3,380774,291.2,860.4,00:30:39.264
872,person,0.919,64.1,440.9,513.0,1280.0,448.9,839.1,376672,288.5,860.4,00:30:39.337
873,person,0.918,64.1,441.1,512.9,1280.0,448.8,838.9,376517,288.5,860.5,00:30:39.410
874,person,0.912,66.6,437.5,505.1,1280.0,438.5,842.5,369400,285.8,858.8,00:30:39.485
875,person,0.913,66.6,437.4,504.9,1280.0,438.3,842.6,369325,285.7,858.7,00:30:39.555
876,person,0.906,70.6,433.2,506.3,1280.0,435.6,846.8,368889,288.5,856.6,00:30:39.618
877,person,0.907,70.5,433.2,506.0,1280.0,435.5,846.8,368802,288.3,856.6,00:30:39.679
878,person,0.917,77.2,430.6,498.3,1280.0,421.1,849.4,357681,287.8,855.3,00:30:39.745
879,person,0.917,77.2,430.8,497.7,1280.0,420.5,849.2,357110,287.4,855.4,00:30:39.808
880,person,0.922,89.7,430.9,497.4,1280.0,407.7,849.1,346212,293.5,855.4,00:30:39.867
881,person,0.923,89.6,430.9,497.6,1280.0,407.9,849.1,346402,293.6,855.4,00:30:39.939
882,person,0.902,100.1,430.0,493.6,1280.0,393.5,850.0,334480,296.8,855.0,00:30:40.016
883,person,0.903,100.1,429.9,493.6,1280.0,393.5,850.1,334536,296.9,855.0,00:30:40.094
884,person,0.899,104.4,430.2,495.6,1280.0,391.2,849.8,332475,300.0,855.1,00:30:40.178
885,person,0.899,104.4,430.2,495.7,1280.0,391.3,849.8,332532,300.1,855.1,00:30:40.257
886,person,0.910,102.5,430.6,501.9,1280.0,399.4,849.4,339258,302.2,855.3,00:30:40.333
887,traffic light,0.260,266.8,1138.6,331.9,1216.7,65.2,78.1,5088,299.3,1177.7,00:30:40.899
888,traffic light,0.256,270.6,1139.0,335.5,1215.3,65.0,76.2,4953,303.0,1177.1,00:30:41.697
889,traffic light,0.268,270.9,1139.0,335.5,1215.5,64.6,76.5,4940,303.2,1177.2,00:30:43.109
890,traffic light,0.269,267.2,1138.6,331.3,1216.6,64.1,77.9,4996,299.3,1177.6,00:30:44.354
891,traffic light,0.256,270.9,1139.2,335.2,1215.3,64.4,76.1,4901,303.0,1177.3,00:30:45.220
